sub_folder_name,metric,level,value,l3_value,ratio,rank_ok,band_ok,degenerate
BankAccount,context_dependence_proxy,one,0.3333333333333333,0.3333333333333333,1.0,True,True,False
BankAccount,context_dependence_proxy,zero,0.5454545454545454,0.3333333333333333,,True,True,False
Boeing,mdd,zero,6.753894080996885,2.7974683544303796,2.414287929406126,True,True,False
Boeing,subordination_index,zero,0.6,0.5,1.2,True,True,False
Boeing,context_dependence_proxy,zero,1.0,0.6428571428571429,1.5555555555555554,True,True,False
Boeing,mdd,one,2.265765765765766,2.7974683544303796,0.8099343687578983,True,True,False
Boeing,subordination_index,one,0.14285714285714285,0.5,0.2857142857142857,True,True,False
Boeing,context_dependence_proxy,one,0.5,0.6428571428571429,0.7777777777777777,True,True,False
Boeing,mdd,two,2.534188034188034,2.7974683544303796,0.9058862203658584,True,True,False
Boeing,subordination_index,two,0.28,0.5,0.56,True,True,False
Boeing,context_dependence_proxy,two,0.7222222222222222,0.6428571428571429,1.1234567901234567,True,True,False
Boeing,context_dependence_proxy,zero,1.0,0.6428571428571429,,True,True,False
BuildingManagement,mdd,zero,6.0821114369501466,3.1820728291316525,1.9113677667176079,True,True,False
BuildingManagement,subordination_index,zero,0.25,0.2857142857142857,0.875,True,True,False
BuildingManagement,context_dependence_proxy,zero,0.16666666666666666,0.41379310344827586,0.40277777777777773,False,False,False
BuildingManagement,mdd,one,2.1205128205128205,3.1820728291316525,0.6663935536294692,True,True,False
BuildingManagement,subordination_index,one,0.09090909090909091,0.2857142857142857,0.31818181818181823,True,True,False
BuildingManagement,context_dependence_proxy,one,0.47619047619047616,0.41379310344827586,1.1507936507936507,True,True,False
BuildingManagement,mdd,two,2.478142076502732,3.1820728291316525,0.7787823250981298,True,True,False
BuildingManagement,subordination_index,two,0.21428571428571427,0.2857142857142857,0.75,True,True,False
BuildingManagement,context_dependence_proxy,two,0.4166666666666667,0.41379310344827586,1.0069444444444444,True,True,False
BuildingManagement,context_dependence_proxy,zero,0.16666666666666666,0.41379310344827586,,False,True,False
BusTransportationManagementSystem,mdd,zero,5.433915211970075,3.0377358490566038,1.7888043865491552,True,True,False
BusTransportationManagementSystem,subordination_index,zero,0.625,0.43333333333333335,1.4423076923076923,True,True,False
BusTransportationManagementSystem,context_dependence_proxy,zero,0.6666666666666666,0.3793103448275862,1.7575757575757576,True,True,False
BusTransportationManagementSystem,mdd,one,2.4124293785310735,3.0377358490566038,0.7941537705723409,True,True,False
BusTransportationManagementSystem,subordination_index,one,0.21052631578947367,0.43333333333333335,0.48582995951417,True,True,False
BusTransportationManagementSystem,context_dependence_proxy,one,0.14705882352941177,0.3793103448275862,0.38770053475935834,True,False,False
BusTransportationManagementSystem,mdd,two,2.6816901408450704,3.0377358490566038,0.8827924066135946,True,True,False
BusTransportationManagementSystem,subordination_index,two,0.28125,0.43333333333333335,0.6490384615384616,True,True,False
BusTransportationManagementSystem,context_dependence_proxy,two,0.3076923076923077,0.3793103448275862,0.8111888111888113,True,True,False
BusTransportationManagementSystem,context_dependence_proxy,zero,0.6666666666666666,0.3793103448275862,,True,True,False
CardGameApp,mdd,zero,7.279411764705882,2.622950819672131,2.7752757352941178,True,True,False
CardGameApp,subordination_index,zero,0.25,0.3333333333333333,0.75,True,True,False
CardGameApp,context_dependence_proxy,zero,0.75,0.42105263157894735,1.78125,True,True,False
CardGameApp,mdd,one,2.3485714285714288,2.622950819672131,0.8953928571428573,True,True,False
CardGameApp,subordination_index,one,0.1111111111111111,0.3333333333333333,0.3333333333333333,True,True,False
CardGameApp,context_dependence_proxy,one,0.35714285714285715,0.42105263157894735,0.8482142857142858,True,True,False
CardGameApp,mdd,two,2.323529411764706,2.622950819672131,0.8858455882352942,True,True,False
CardGameApp,subordination_index,two,0.10526315789473684,0.3333333333333333,0.3157894736842105,True,False,False
CardGameApp,context_dependence_proxy,two,0.46153846153846156,0.42105263157894735,1.0961538461538463,True,True,False
CardGameApp,context_dependence_proxy,zero,0.75,0.42105263157894735,,True,True,False
CelO,mdd,zero,6.5964912280701755,3.1522157996146434,2.092652168318106,True,True,False
CelO,subordination_index,zero,0.42105263157894735,0.5,0.8421052631578947,True,True,False
CelO,context_dependence_proxy,zero,0.3142857142857143,0.19696969696969696,1.5956043956043957,True,True,False
CelO,mdd,one,2.2842942345924455,3.1522157996146434,0.7246630242991927,True,True,False
CelO,subordination_index,one,0.23376623376623376,0.5,0.4675324675324675,True,True,False
CelO,context_dependence_proxy,one,0.375,0.19696969696969696,1.903846153846154,True,False,False
CelO,mdd,two,2.5113636363636362,3.1522157996146434,0.796697877306068,True,True,False
CelO,subordination_index,two,0.2923076923076923,0.5,0.5846153846153846,True,True,False
CelO,context_dependence_proxy,two,0.12307692307692308,0.19696969696969696,0.6248520710059172,True,False,False
CelO,context_dependence_proxy,zero,0.3142857142857143,0.19696969696969696,,False,True,False
ClothingCompany,mdd,zero,16.7864406779661,2.669421487603306,6.288418953665319,True,True,False
ClothingCompany,subordination_index,zero,0.4444444444444444,0.4583333333333333,0.9696969696969697,True,True,False
ClothingCompany,context_dependence_proxy,zero,0.5,0.3333333333333333,1.5,True,True,False
ClothingCompany,mdd,one,2.3587786259541983,2.669421487603306,0.8836291447073003,True,True,False
ClothingCompany,subordination_index,one,0.22857142857142856,0.4583333333333333,0.4987012987012987,True,True,False
ClothingCompany,context_dependence_proxy,one,0.24,0.3333333333333333,0.72,True,True,False
ClothingCompany,mdd,two,2.6122448979591835,2.669421487603306,0.9785809060466291,True,False,False
ClothingCompany,subordination_index,two,0.24,0.4583333333333333,0.5236363636363637,True,True,False
ClothingCompany,context_dependence_proxy,two,0.2972972972972973,0.3333333333333333,0.891891891891892,True,True,False
ClothingCompany,context_dependence_proxy,zero,0.5,0.3333333333333333,,True,True,False
Cruise,mdd,zero,21.989637305699482,2.5659574468085107,8.56975914898736,True,True,False
Cruise,subordination_index,zero,0.4,0.2727272727272727,1.4666666666666668,True,True,False
Cruise,context_dependence_proxy,zero,0.7777777777777778,0.36363636363636365,2.138888888888889,True,True,False
Cruise,mdd,one,1.9914893617021276,2.5659574468085107,0.7761194029850746,True,True,False
Cruise,subordination_index,one,0.05714285714285714,0.2727272727272727,0.20952380952380953,True,True,False
Cruise,context_dependence_proxy,one,0.3157894736842105,0.36363636363636365,0.8684210526315789,True,True,False
Cruise,mdd,two,2.424778761061947,2.5659574468085107,0.9449801141783708,True,True,False
Cruise,subordination_index,two,0.043478260869565216,0.2727272727272727,0.15942028985507248,True,False,False
Cruise,context_dependence_proxy,two,0.3333333333333333,0.36363636363636365,0.9166666666666666,True,True,False
Cruise,context_dependence_proxy,zero,0.7777777777777778,0.36363636363636365,,True,True,False
DestroyBlockGame,mdd,zero,4.59468438538206,2.7936507936507935,1.644688160676533,True,True,False
DestroyBlockGame,subordination_index,zero,0.26666666666666666,0.36065573770491804,0.7393939393939394,True,True,False
DestroyBlockGame,context_dependence_proxy,zero,0.5428571428571428,0.23300970873786409,2.3297619047619045,True,True,False
DestroyBlockGame,mdd,one,2.255910987482615,2.7936507936507935,0.8075135921102542,True,True,False
DestroyBlockGame,subordination_index,one,0.13793103448275862,0.36065573770491804,0.3824451410658307,True,True,False
DestroyBlockGame,context_dependence_proxy,one,0.2682926829268293,0.23300970873786409,1.1514227642276422,True,True,False
DestroyBlockGame,mdd,two,2.633103448275862,2.7936507936507935,0.9425313479623825,True,True,False
DestroyBlockGame,subordination_index,two,0.24615384615384617,0.36065573770491804,0.6825174825174826,True,True,False
DestroyBlockGame,context_dependence_proxy,two,0.22857142857142856,0.23300970873786409,0.9809523809523809,True,True,False
DestroyBlockGame,context_dependence_proxy,zero,0.5428571428571428,0.23300970873786409,,True,True,False
EUScienceConnect,mdd,zero,8.08904109589041,2.825214899713467,2.863159576537275,True,True,False
EUScienceConnect,subordination_index,zero,0.625,0.4411764705882353,1.4166666666666667,True,True,False
EUScienceConnect,context_dependence_proxy,zero,0.7,0.5,1.4,True,False,False
EUScienceConnect,mdd,one,2.0763157894736843,2.825214899713467,0.7349231344080281,True,True,False
EUScienceConnect,subordination_index,one,0.12727272727272726,0.4411764705882353,0.28848484848484846,True,True,False
EUScienceConnect,context_dependence_proxy,one,0.2553191489361702,0.5,0.5106382978723404,True,True,False
EUScienceConnect,mdd,two,2.7327586206896552,2.825214899713467,0.9672746030635797,True,False,False
EUScienceConnect,subordination_index,two,0.21875,0.4411764705882353,0.49583333333333335,True,True,False
EUScienceConnect,context_dependence_proxy,two,0.45454545454545453,0.5,0.9090909090909091,True,True,False
EUScienceConnect,context_dependence_proxy,zero,0.7,0.5,,True,True,False
Ebike,mdd,zero,5.126463700234192,2.9130434782608696,1.7598308224684538,True,True,False
Ebike,subordination_index,zero,0.28,0.3333333333333333,0.8400000000000001,True,True,False
Ebike,context_dependence_proxy,zero,0.6363636363636364,0.3333333333333333,1.9090909090909092,True,True,False
Ebike,mdd,one,2.0,2.9130434782608696,0.6865671641791045,True,True,False
Ebike,subordination_index,one,0.08,0.3333333333333333,0.24000000000000002,True,True,False
Ebike,context_dependence_proxy,one,0.17391304347826086,0.3333333333333333,0.5217391304347826,True,True,False
Ebike,mdd,two,2.2551724137931033,2.9130434782608696,0.7741636644364385,True,True,False
Ebike,subordination_index,two,0.16666666666666666,0.3333333333333333,0.5,True,True,False
Ebike,context_dependence_proxy,two,0.3125,0.3333333333333333,0.9375,True,True,False
Ebike,context_dependence_proxy,zero,0.6363636363636364,0.3333333333333333,,True,True,False
Facepage,mdd,zero,6.88145896656535,2.825,2.4359146784302124,True,True,False
Facepage,subordination_index,zero,0.625,0.46511627906976744,1.34375,True,True,False
Facepage,context_dependence_proxy,zero,0.8,0.4878048780487805,1.6400000000000001,True,True,False
Facepage,mdd,one,2.1963470319634704,2.825,0.7774679759162726,True,True,False
Facepage,subordination_index,one,0.15789473684210525,0.46511627906976744,0.3394736842105263,True,True,False
Facepage,context_dependence_proxy,one,0.4,0.4878048780487805,0.8200000000000001,True,True,False
Facepage,mdd,two,2.347708894878706,2.825,0.831047396417241,True,True,False
Facepage,subordination_index,two,0.25,0.46511627906976744,0.5375,True,True,False
Facepage,context_dependence_proxy,two,0.4318181818181818,0.4878048780487805,0.8852272727272728,True,True,False
Facepage,context_dependence_proxy,zero,0.8,0.4878048780487805,,True,True,False
FilmSet,mdd,zero,18.34328358208955,2.4082397003745317,7.616884473433764,True,True,False
FilmSet,subordination_index,zero,0.25,0.21739130434782608,1.1500000000000001,True,True,False
FilmSet,context_dependence_proxy,zero,0.5882352941176471,0.2857142857142857,2.058823529411765,True,True,False
FilmSet,mdd,one,1.9634551495016612,2.4082397003745317,0.815307192716864,True,True,False
FilmSet,subordination_index,one,0.046511627906976744,0.21739130434782608,0.21395348837209302,True,True,False
FilmSet,context_dependence_proxy,one,0.15789473684210525,0.2857142857142857,0.5526315789473685,True,True,False
FilmSet,mdd,two,2.1244444444444444,2.4082397003745317,0.8821565578019699,True,True,False
FilmSet,subordination_index,two,0.10714285714285714,0.21739130434782608,0.4928571428571428,True,True,False
FilmSet,context_dependence_proxy,two,0.25,0.2857142857142857,0.875,True,True,False
FilmSet,context_dependence_proxy,zero,0.5882352941176471,0.2857142857142857,,True,True,False
FitnessCompanyConan,mdd,zero,12.311688311688311,2.9968051118210863,4.108271259657187,True,True,False
FitnessCompanyConan,subordination_index,zero,0.5,0.3333333333333333,1.5,True,True,False
FitnessCompanyConan,context_dependence_proxy,zero,0.8888888888888888,0.5,1.7777777777777777,True,True,False
FitnessCompanyConan,mdd,one,2.1717451523545708,2.9968051118210863,0.7246868152313226,True,True,False
FitnessCompanyConan,subordination_index,one,0.14545454545454545,0.3333333333333333,0.43636363636363634,True,True,False
FitnessCompanyConan,context_dependence_proxy,one,0.2727272727272727,0.5,0.5454545454545454,True,True,False
FitnessCompanyConan,mdd,two,2.59748427672956,2.9968051118210863,0.8667511499108232,True,True,False
FitnessCompanyConan,subordination_index,two,0.23684210526315788,0.3333333333333333,0.7105263157894737,True,True,False
FitnessCompanyConan,context_dependence_proxy,two,0.375,0.5,0.75,True,True,False
FitnessCompanyConan,context_dependence_proxy,zero,0.8888888888888888,0.5,,True,True,False
GameArea,mdd,zero,6.410958904109589,3.0166666666666666,2.1251797472186484,True,True,False
GameArea,subordination_index,zero,0.6666666666666666,0.25,2.6666666666666665,True,False,False
GameArea,context_dependence_proxy,zero,0.8,0.4,2.0,True,True,False
GameArea,mdd,one,2.3299492385786804,3.0166666666666666,0.7723588636172422,True,True,False
GameArea,subordination_index,one,0.08333333333333333,0.25,0.3333333333333333,True,True,False
GameArea,context_dependence_proxy,one,0.4,0.4,1.0,True,True,False
GameArea,mdd,two,2.509259259259259,3.0166666666666666,0.8317986494782075,True,True,False
GameArea,subordination_index,two,0.13636363636363635,0.25,0.5454545454545454,True,True,False
GameArea,context_dependence_proxy,two,0.42105263157894735,0.4,1.0526315789473684,True,True,False
GameArea,context_dependence_proxy,zero,0.8,0.4,,True,True,False
GasStation_KUL,mdd,zero,3.3352601156069364,2.9820717131474104,1.1184372598762071,True,True,False
GasStation_KUL,subordination_index,zero,0.25,0.5535714285714286,0.45161290322580644,True,True,False
GasStation_KUL,context_dependence_proxy,zero,1.0,0.3384615384615385,2.9545454545454546,True,True,False
GasStation_KUL,mdd,one,2.250493096646943,2.9820717131474104,0.7546743717546863,True,True,False
GasStation_KUL,subordination_index,one,0.16923076923076924,0.5535714285714286,0.3057071960297767,True,True,False
GasStation_KUL,context_dependence_proxy,one,0.234375,0.3384615384615385,0.6924715909090908,True,True,False
GasStation_KUL,mdd,two,2.5351239669421486,2.9820717131474104,0.8501217310654366,True,True,False
GasStation_KUL,subordination_index,two,0.3333333333333333,0.5535714285714286,0.6021505376344085,True,True,False
GasStation_KUL,context_dependence_proxy,two,0.3508771929824561,0.3384615384615385,1.036682615629984,True,True,False
GasStation_KUL,context_dependence_proxy,zero,1.0,0.3384615384615385,,True,True,False
GasStation_TUW,mdd,zero,3.36,2.983695652173913,1.126120218579235,True,True,False
GasStation_TUW,subordination_index,zero,0.25,0.47619047619047616,0.525,True,True,False
GasStation_TUW,context_dependence_proxy,zero,1.0,0.47619047619047616,2.1,True,True,False
GasStation_TUW,mdd,one,2.5106382978723403,2.983695652173913,0.8414525442777971,True,True,False
GasStation_TUW,subordination_index,one,0.2903225806451613,0.47619047619047616,0.6096774193548388,True,True,False
GasStation_TUW,context_dependence_proxy,one,0.5333333333333333,0.47619047619047616,1.12,True,True,False
GasStation_TUW,mdd,two,2.5868544600938965,2.983695652173913,0.8669967589385736,True,True,False
GasStation_TUW,subordination_index,two,0.2857142857142857,0.47619047619047616,0.6,True,True,False
GasStation_TUW,context_dependence_proxy,two,0.4090909090909091,0.47619047619047616,0.8590909090909092,True,True,False
GasStation_TUW,context_dependence_proxy,zero,1.0,0.47619047619047616,,True,True,False
HelpingHands,mdd,zero,31.31637717121588,3.0739957716701904,10.187514719384533,True,True,False
HelpingHands,subordination_index,zero,0.5,0.5348837209302325,0.9347826086956522,True,True,False
HelpingHands,context_dependence_proxy,zero,0.4782608695652174,0.41509433962264153,1.1521739130434783,True,False,False
HelpingHands,mdd,one,2.3870967741935485,3.0739957716701904,0.7765452367218352,True,True,False
HelpingHands,subordination_index,one,0.21666666666666667,0.5348837209302325,0.405072463768116,True,True,False
HelpingHands,context_dependence_proxy,one,0.2222222222222222,0.41509433962264153,0.5353535353535352,True,True,False
HelpingHands,mdd,two,2.7685589519650655,3.0739957716701904,0.9006385036310013,True,True,False
HelpingHands,subordination_index,two,0.36363636363636365,0.5348837209302325,0.6798418972332017,True,True,False
HelpingHands,context_dependence_proxy,two,0.4716981132075472,0.41509433962264153,1.1363636363636362,True,True,False
HelpingHands,context_dependence_proxy,zero,0.4782608695652174,0.41509433962264153,,True,True,False
HomeForTheElderly,mdd,zero,31.39295039164491,3.0220689655172412,10.387900061133072,True,True,False
HomeForTheElderly,subordination_index,zero,0.8378378378378378,0.5657894736842105,1.4808296668761785,True,True,False
HomeForTheElderly,context_dependence_proxy,zero,0.5161290322580645,0.3048780487804878,1.6929032258064516,True,True,False
HomeForTheElderly,mdd,one,2.2081632653061223,3.0220689655172412,0.730679309606088,True,True,False
HomeForTheElderly,subordination_index,one,0.1553398058252427,0.5657894736842105,0.2745540754120569,True,True,False
HomeForTheElderly,context_dependence_proxy,one,0.3431372549019608,0.3048780487804878,1.1254901960784314,True,True,False
HomeForTheElderly,mdd,two,2.3862359550561796,3.0220689655172412,0.7896034082226062,True,True,False
HomeForTheElderly,subordination_index,two,0.26,0.5657894736842105,0.45953488372093027,True,True,False
HomeForTheElderly,context_dependence_proxy,two,0.33,0.3048780487804878,1.0824,True,True,False
HomeForTheElderly,context_dependence_proxy,zero,0.5161290322580645,0.3048780487804878,,True,True,False
HospitalHouseMD,mdd,zero,5.107899807321773,2.9198966408268734,1.7493426773748018,True,True,False
HospitalHouseMD,subordination_index,zero,0.6666666666666666,0.5833333333333334,1.1428571428571428,True,True,False
HospitalHouseMD,context_dependence_proxy,zero,0.675,0.17142857142857143,3.9375000000000004,True,True,False
HospitalHouseMD,mdd,one,2.3123359580052494,2.9198966408268734,0.7919239077416208,True,True,False
HospitalHouseMD,subordination_index,one,0.2833333333333333,0.5833333333333334,0.48571428571428565,True,True,False
HospitalHouseMD,context_dependence_proxy,one,0.2857142857142857,0.17142857142857143,1.6666666666666665,True,False,False
HospitalHouseMD,mdd,two,2.3075,2.9198966408268734,0.7902676991150442,True,True,False
HospitalHouseMD,subordination_index,two,0.2711864406779661,0.5833333333333334,0.46489104116222757,True,True,False
HospitalHouseMD,context_dependence_proxy,two,0.2222222222222222,0.17142857142857143,1.2962962962962963,True,False,False
HospitalHouseMD,context_dependence_proxy,zero,0.675,0.17142857142857143,,True,True,False
HotelBookingManagementSystem,mdd,zero,5.956359102244389,3.8503937007874014,1.546948069499054,True,True,False
HotelBookingManagementSystem,subordination_index,zero,0.6976744186046512,0.5454545454545454,1.2790697674418605,True,True,False
HotelBookingManagementSystem,context_dependence_proxy,zero,0.5227272727272727,0.27906976744186046,1.8731060606060606,True,True,False
HotelBookingManagementSystem,mdd,one,2.5736137667304013,3.8503937007874014,0.6684027574125991,True,True,False
HotelBookingManagementSystem,subordination_index,one,0.2807017543859649,0.5454545454545454,0.5146198830409356,True,True,False
HotelBookingManagementSystem,context_dependence_proxy,one,0.2857142857142857,0.27906976744186046,1.0238095238095237,True,True,False
HotelBookingManagementSystem,mdd,two,2.705533596837945,3.8503937007874014,0.702664144782043,True,False,False
HotelBookingManagementSystem,subordination_index,two,0.36,0.5454545454545454,0.66,True,True,False
HotelBookingManagementSystem,context_dependence_proxy,two,0.28,0.27906976744186046,1.0033333333333334,True,True,False
HotelBookingManagementSystem,context_dependence_proxy,zero,0.5227272727272727,0.27906976744186046,,True,True,False
House,mdd,zero,11.382882882882884,2.7719298245614037,4.1064830653438245,True,True,False
House,subordination_index,zero,0.6,0.5,1.2,True,True,False
House,context_dependence_proxy,zero,0.3333333333333333,0.7142857142857143,0.4666666666666666,False,False,False
House,mdd,one,2.18407960199005,2.7719298245614037,0.7879274513508407,True,True,False
House,subordination_index,one,0.12903225806451613,0.5,0.25806451612903225,True,True,False
House,context_dependence_proxy,one,0.5,0.7142857142857143,0.7,True,True,False
House,mdd,two,2.454054054054054,2.7719298245614037,0.8853232979815256,True,True,False
House,subordination_index,two,0.24,0.5,0.48,True,True,False
House,context_dependence_proxy,two,0.7727272727272727,0.7142857142857143,1.0818181818181818,True,True,False
House,context_dependence_proxy,zero,0.3333333333333333,0.7142857142857143,,False,True,False
Kinepolis,mdd,zero,10.665151515151516,2.874269005847953,3.710561361324332,True,True,False
Kinepolis,subordination_index,zero,0.6388888888888888,0.42857142857142855,1.4907407407407407,True,True,False
Kinepolis,context_dependence_proxy,zero,0.6153846153846154,0.37142857142857144,1.6568047337278107,True,True,False
Kinepolis,mdd,one,2.222513089005236,2.874269005847953,0.7732446352388511,True,True,False
Kinepolis,subordination_index,one,0.2545454545454545,0.42857142857142855,0.5939393939393939,True,True,False
Kinepolis,context_dependence_proxy,one,0.25,0.37142857142857144,0.673076923076923,True,True,False
Kinepolis,mdd,two,2.2962962962962963,2.874269005847953,0.7989148864021702,True,True,False
Kinepolis,subordination_index,two,0.19607843137254902,0.42857142857142855,0.4575163398692811,True,True,False
Kinepolis,context_dependence_proxy,two,0.358974358974359,0.37142857142857144,0.9664694280078895,True,True,False
Kinepolis,context_dependence_proxy,zero,0.6153846153846154,0.37142857142857144,,True,True,False
LabTracker,mdd,zero,14.018248175182482,2.973941368078176,4.713693526594766,True,True,False
LabTracker,subordination_index,zero,0.5384615384615384,0.42592592592592593,1.2642140468227423,True,True,False
LabTracker,context_dependence_proxy,zero,0.15789473684210525,0.3508771929824561,0.45,False,False,False
LabTracker,mdd,one,2.411764705882353,2.973941368078176,0.8109657882868372,True,True,False
LabTracker,subordination_index,one,0.2077922077922078,0.42592592592592593,0.4878599661208357,True,True,False
LabTracker,context_dependence_proxy,one,0.2153846153846154,0.3508771929824561,0.6138461538461539,True,True,False
LabTracker,mdd,two,2.751152073732719,2.973941368078176,0.9250861847053063,True,True,False
LabTracker,subordination_index,two,0.2857142857142857,0.42592592592592593,0.670807453416149,True,True,False
LabTracker,context_dependence_proxy,two,0.25,0.3508771929824561,0.7125,True,True,False
LabTracker,context_dependence_proxy,zero,0.15789473684210525,0.3508771929824561,,False,True,False
Louvre,mdd,zero,18.306060606060605,3.2081911262798637,5.706038039974209,True,True,False
Louvre,subordination_index,zero,0.3333333333333333,0.4444444444444444,0.75,True,True,False
Louvre,context_dependence_proxy,zero,0.6666666666666666,0.42105263157894735,1.5833333333333333,True,True,False
Louvre,mdd,one,2.234113712374582,3.2081911262798637,0.6963779975805877,True,True,False
Louvre,subordination_index,one,0.14634146341463414,0.4444444444444444,0.32926829268292684,True,True,False
Louvre,context_dependence_proxy,one,0.4,0.42105263157894735,0.9500000000000001,True,True,False
Louvre,mdd,two,2.888888888888889,3.2081911262798637,0.9004728132387706,True,True,False
Louvre,subordination_index,two,0.3076923076923077,0.4444444444444444,0.6923076923076924,True,True,False
Louvre,context_dependence_proxy,two,0.3,0.42105263157894735,0.7125,True,True,False
Louvre,context_dependence_proxy,zero,0.6666666666666666,0.42105263157894735,,True,True,False
Menso,mdd,zero,11.692967409948542,2.82940108892922,4.132665197486624,True,True,False
Menso,subordination_index,zero,0.6666666666666666,0.5094339622641509,1.308641975308642,True,True,False
Menso,context_dependence_proxy,zero,0.5833333333333334,0.3050847457627119,1.912037037037037,True,True,False
Menso,mdd,one,2.3364661654135337,2.82940108892922,0.8257811784110692,True,True,False
Menso,subordination_index,one,0.13432835820895522,0.5094339622641509,0.263681592039801,True,True,False
Menso,context_dependence_proxy,one,0.34177215189873417,0.3050847457627119,1.120253164556962,True,True,False
Menso,mdd,two,2.3014440433212995,2.82940108892922,0.8134032507184322,True,True,False
Menso,subordination_index,two,0.13636363636363635,0.5094339622641509,0.2676767676767677,True,False,False
Menso,context_dependence_proxy,two,0.2923076923076923,0.3050847457627119,0.9581196581196582,True,True,False
Menso,context_dependence_proxy,zero,0.5833333333333334,0.3050847457627119,,True,True,False
Musicmatic,mdd,zero,10.006230529595015,3.4087193460490464,2.9354808987700802,True,True,False
Musicmatic,subordination_index,zero,0.7692307692307693,0.6,1.2820512820512822,True,True,False
Musicmatic,context_dependence_proxy,zero,0.6,0.3,2.0,True,True,False
Musicmatic,mdd,one,2.1736694677871147,3.4087193460490464,0.637679212372399,True,True,False
Musicmatic,subordination_index,one,0.13043478260869565,0.6,0.21739130434782608,True,True,False
Musicmatic,context_dependence_proxy,one,0.23529411764705882,0.3,0.7843137254901961,True,True,False
Musicmatic,mdd,two,2.7425474254742546,3.4087193460490464,0.8045682695036382,True,True,False
Musicmatic,subordination_index,two,0.37209302325581395,0.6,0.6201550387596899,True,True,False
Musicmatic,context_dependence_proxy,two,0.23529411764705882,0.3,0.7843137254901961,True,True,False
Musicmatic,context_dependence_proxy,zero,0.6,0.3,,True,True,False
OnlineTutoringSystem,mdd,zero,8.66245487364621,3.316109422492401,2.612234329449682,True,True,False
OnlineTutoringSystem,subordination_index,zero,0.5238095238095238,0.4166666666666667,1.2571428571428571,True,True,False
OnlineTutoringSystem,context_dependence_proxy,zero,0.6363636363636364,0.15789473684210525,4.03030303030303,True,True,False
OnlineTutoringSystem,mdd,one,2.5306748466257667,3.316109422492401,0.7631457603481918,True,True,False
OnlineTutoringSystem,subordination_index,one,0.15625,0.4166666666666667,0.375,True,True,False
OnlineTutoringSystem,context_dependence_proxy,one,0.13157894736842105,0.15789473684210525,0.8333333333333334,True,True,False
OnlineTutoringSystem,mdd,two,2.8115015974440896,3.316109422492401,0.8478313708149455,True,True,False
OnlineTutoringSystem,subordination_index,two,0.35714285714285715,0.4166666666666667,0.8571428571428571,True,False,False
OnlineTutoringSystem,context_dependence_proxy,two,0.16216216216216217,0.15789473684210525,1.0270270270270272,True,True,False
OnlineTutoringSystem,context_dependence_proxy,zero,0.6363636363636364,0.15789473684210525,,True,True,False
PizzaDeliveryWithEntertainment,mdd,zero,10.225806451612904,3.43993993993994,2.972670055335746,True,True,False
PizzaDeliveryWithEntertainment,subordination_index,zero,0.5,0.5945945945945946,0.8409090909090908,True,True,False
PizzaDeliveryWithEntertainment,context_dependence_proxy,zero,0.8181818181818182,0.3902439024390244,2.096590909090909,True,True,False
